Dates;Andorre;Émirats arabes Unis;Afghanistan;Antigua-et-Barbuda;Anguilla;Albanie;Arménie;Angola;Argentine;Autriche;Australie;Aruba;Azerbaïdjan;Bosnie-Herzégovine;Barbade;Bangladesh;Belgique;Burkina Faso;Bulgarie;Bahreïn;Burundi;Bénin;Bermudes;Brunei;Bolivie;Bonaire;Brésil;Bahamas;Bhoutan;Botswana;Biélorussie;Belize;Canada;République démocratique du Congo;République centrafricaine;Congo;Suisse;Côte d’Ivoire;Chili;Cameroun;Chine;Colombie;Costa Rica;Cuba;Cap Vert;Curaçao;Chypre;République tchèque;Allemagne;Djibouti;Danemark;Dominique;République dominicaine;Algérie;Équateur;Estonie;Égypte;Sahara Occidental;Grèce;Erythrée;Espagne;Éthiopie;Finlande;Fidji;Îles Malouines;Îles Féroé;France;Gabon;Grenade;Géorgie;Guernesey;Ghana;Gibraltar;Groeland;Gambie;Guinée;Guinée équatoriale;Guatemala;Guam;Guinée Bissau;Guyana;Honduras;Croatie;Haïti;Hongrie;Indonésie;Irlande;Israël;Île de Man;Inde;Irak;Iran;Islande;Italie;Jersey;Jamaïque;Jordanie;Japon;Kenya;Kirghizistan;Cambodge;Comores;Saint-Kitts-et-Nevis;Corée du Sud;Koweït;Îles Caïmans;Kazakhstan;Laos;Liban;Sainte Lucie;Liechtenstein;Sri Lanka;Liberia;Lesotho;Lituanie;Luxembourg;Lettonie;Libye;Maroc;Monaco;Moldavie;Monténégro;Madagascar;Macédoine du Nord;Mali;Birmanie;Mongolie;Îles Mariannes du Nord;Mauritanie;Montserrat;Malte;Maurice;Maldives;Malawi;Mexique;Malaisie;Mozambique;Namibie;Nouvelle Calédonie;Niger;Nigeria;Nicaragua;Pays-Bas;Norvège;Népal;Nouvelle-Zélande;Oman;Panama;Perou;Polynésie française;Papouasie-Nouvelle-Guinée;Philippines;Pakistan;Pologne;Porto Rico;Palestine;Portugal;Paraguay;Qatar;Roumanie;Serbie;Russie;Rwanda;Arabie saoudite;Seychelles;Soudan;Suède;Singapour;Slovénie;Slovaquie;Sierra Leone;Saint-Marin;Sénégal;Somalie;Suriname;Soudan-du-Sud;Sao-Tomé-et-Principe;Salvador;Saint-Martin;Syrie;Eswatini;Îles Turques-et-Caïques;Tchad;Togo;Thaïlande;Tadjikistan;Timor oriental;Tunisie;Turquie;Trinidad et Tobago;Taïwan;Tanzanie;Ukraine;Ouganda;Royaume-Uni;États-Unis;Uruguay;Ouzbékistan;Vatican;Saint-Vincent-et-les-Grenadines;Venezuela;Îles Vierges britanniques;Îles Vierges américaines;Vietnam;Kosovo;Yémen;Afrique du Sud;Zambie;Zimbabwe
1/10/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/11/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/12/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/13/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;1;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/14/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/15/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;1;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/16/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/17/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;4;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;1;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/18/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;17;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/19/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;136;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/20/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;19;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/21/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;151;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;1;;;;0;1;;;;;;;;0;;;;;
1/22/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;140;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;2;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/23/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;97;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/24/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;259;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;1;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;3;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;2;;;;;
1/25/20;;0;0;;;;0;;;0;1;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;441;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;3;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;3;;;;;0;;0;0;1;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;1;;;;;;2;;;;0;1;;;;;;;;0;;;;;
1/26/20;;0;0;;;;0;;;0;3;;0;;;;0;;;0;;;;;;;0;;;;0;;1;;;;0;;;;665;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;1;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;1;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;1;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/27/20;;1;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;787;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;3;;;;;;2;;;;0;3;;;;;;;;0;;;;;
1/28/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;1;;;;0;;;;1753;;;;;;;0;1;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;1;;;1;;;0;0;;;;0;;;1;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;1;;;;0;;;;;;;;;;;;;6;;;;;;2;;;;0;0;;;;;;;;0;;;;;
1/29/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;1;;;;0;;;;1466;;;;;;;0;3;;0;;0;0;0;0;0;;0;;0;;0;;;;1;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;3;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;3;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;2;;;;0;;;;;;;;;;;;;0;;;;;;1;;;;0;0;;;;;;;;0;;;;;
1/30/20;;3;0;;;;0;;;0;2;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;1740;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;1;;;;1;;;0;;;;;;;;;;;;;0;;;0;0;0;;1;0;0;0;0;;;;4;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;1;0;;;;;;0;0;;0;;;;;0;3;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
1/31/20;;0;0;;;;0;;;0;1;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;1980;;;;;;;0;1;;0;;0;0;0;0;0;;0;;0;;0;;;;1;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;3;;;;3;;;0;;;3;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;1;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;3;;;;0;;;;;;;;;;;;;0;;;;;;1;;;;0;1;;;;;;;;3;;;;;
2/1/20;;0;0;;;;0;;;0;2;;0;;;;0;;;0;;;;;;;0;;;;0;;1;;;;0;;;;2095;;;;;;;0;2;;0;;0;0;0;0;0;;0;;1;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;1;;;0;;;5;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;2;;;;;1;3;;;;0;;;;;;;;;;;;;5;;;;;;1;;;;2;1;;;;;;;;0;;;;;
2/2/20;;1;0;;;;0;;;0;2;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;2590;;;;;;;0;1;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;1;0;0;0;0;;;;4;;;0;;;3;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;1;0;;;;;;0;0;;0;;;;;0;2;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;1;;;;;;;;2;;;;;
2/3/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;2812;;;;;;;0;1;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;1;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;3;;;;;;;;1;;;;;
2/4/20;;0;0;;;;0;;;0;0;;0;;;;1;;;0;;;;;;;0;;;;0;;0;;;;0;;;;3237;;;;;;;0;2;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;1;0;0;0;0;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;1;;;;;
2/5/20;;0;0;;;;0;;;0;1;;0;;;;0;;;0;;;;;;;0;;;;0;;1;;;;0;;;;3872;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;5;;;0;;;2;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;2;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;6;;;;0;;;;;;;;;;;;;6;;;;;;1;;;;1;0;;;;;;;;1;;;;;
2/6/20;;0;0;;;;0;;;0;1;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;3727;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;5;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;2;;;;;0;;0;0;0;0;0;;;;;1;0;;;;;;0;0;;0;;;;;0;4;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;1;;;;;;;;0;;;;;
2/7/20;;0;0;;;;0;;;0;1;;0;;;;0;;;0;;;;;;;0;;;;0;;2;;;;0;;;;3160;;;;;;;0;1;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;2;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;2;;;;0;;;;;;;;;;;;;0;;;;;;5;;;;1;0;;;;;;;;2;;;;;
2/8/20;;2;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;3418;;;;;;;0;1;;0;;0;0;0;0;0;;0;;0;;0;;;;5;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;1;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;3;;;;0;;;;;;;;;;;;;7;;;;;;1;;;;0;0;;;;;;;;1;;;;;
