Dates;Andorre;Émirats arabes Unis;Afghanistan;Antigua-et-Barbuda;Anguilla;Albanie;Arménie;Angola;Argentine;Autriche;Australie;Aruba;Azerbaïdjan;Bosnie-Herzégovine;Barbade;Bangladesh;Belgique;Burkina Faso;Bulgarie;Bahreïn;Burundi;Bénin;Bermudes;Brunei;Bolivie;Bonaire;Brésil;Bahamas;Bhoutan;Botswana;Biélorussie;Belize;Canada;République démocratique du Congo;République centrafricaine;Congo;Suisse;Côte d’Ivoire;Chili;Cameroun;Chine;Colombie;Costa Rica;Cuba;Cap Vert;Curaçao;Chypre;République tchèque;Allemagne;Djibouti;Danemark;Dominique;République dominicaine;Algérie;Équateur;Estonie;Égypte;Sahara occidental;Grèce;Erythrée;Espagne;Éthiopie;Finlande;Fidji;Îles Malouines;Îles Féroé;France;Gabon;Grenade;Géorgie;Guernesey;Ghana;Gibraltar;Groeland;Gambie;Guinée;Guinée équatoriale;Guatemala;Guam;Guinée Bissau;Guyana;Honduras;Croatie;Haïti;Hongrie;Indonésie;Irlande;Israël;Île de Man;Inde;Irak;Iran;Islande;Italie;Jersey;Jamaïque;Jordanie;Japon;Kenya;Kirghizistan;Cambodge;Comores;Saint-Kitts-et-Nevis;Corée du Sud;Koweït;Îles Caïmans;Kazakhstan;Laos;Liban;Sainte Lucie;Liechtenstein;Sri Lanka;Liberia;Lesotho;Lituanie;Luxembourg;Lettonie;Libye;Maroc;Monaco;Moldavie;Monténégro;Madagascar;Macédoine du Nord;Mali;Birmanie;Mongolie;Îles Mariannes du Nord;Mauritanie;Montserrat;Malte;Maurice;Maldives;Malawi;Mexique;Malaisie;Mozambique;Namibie;Nouvelle Calédonie;Niger;Nigeria;Nicaragua;Pays-Bas;Norvège;Népal;Nouvelle-Zélande;Oman;Panama;Perou;Polynésie française;Papouasie-Nouvelle-Guinée;Philippines;Pakistan;Pologne;Porto Rico;Palestine;Portugal;Paraguay;Qatar;Roumanie;Serbie;Russie;Rwanda;Arabie saoudite;Seychelles;Soudan;Suède;Singapour;Slovénie;Slovaquie;Sierra Leone;Saint-Marin;Sénégal;Somalie;Suriname;Soudan-du-Sud;Sao-Tomé-et-Principe;Salvador;Saint-Martin;Syrie;Eswatini;Îles Turques-et-Caïques;Tchad;Togo;Thaïlande;Tadjikistan;Timor oriental;Tunisie;Turquie;Trinidad et Tobago;Taïwan;Tanzanie;Ukraine;Ouganda;Royaume-Uni;États-Unis;Uruguay;Ouzbékistan;Vatican;Saint-Vincent-et-les-Grenadines;Venezuela;Îles Vierges britanniques;Îles Vierges américaines;Vietnam;Kosovo;Yémen;Afrique du Sud;Zambie;Zimbabwe
2/9/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;89;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/10/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;97;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/11/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;108;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/12/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;97;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/13/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;254;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;1;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/14/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;13;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/15/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;143;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;1;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/16/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;142;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/17/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;105;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;1;;;;0;0;;;;;;;;0;;;;;
2/18/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;98;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/19/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;139;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/20/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;112;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;2;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/21/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;118;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/22/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;109;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;2;0;0;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/23/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;98;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;1;0;2;;;;0;;;0;;;3;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/24/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;150;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;3;0;0;;;;0;;;0;;;2;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/25/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;70;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;4;0;4;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/26/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;52;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;3;0;5;;;;0;;;0;;;3;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/27/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;29;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;1;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;4;0;1;;;;2;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/28/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;44;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;7;0;5;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/29/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;47;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;8;0;4;;;;0;;;0;;;3;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
3/1/20;;0;0;;;;0;;;0;1;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;35;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;9;0;8;;;;2;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;1;;;;;;0;;;;0;1;;;;;;;;0;;;;;
3/2/20;;0;0;;;;0;;;0;0;;0;;;;0;;;;;;;;;;0;;;;0;;0;;;;0;;;;42;;;;;;;0;0;;0;;0;;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;11;0;6;;;;1;;;0;;;5;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;1;;;;;;;;;;;;;0;;;;;;0;;;;0;1;;;;;;;;0;;;;;
3/3/20;0;;0;;;;;;;0;0;;;;;;0;;;0;;;;;;;;;;;;;0;;;;0;;;;32;;;;;;;0;0;;0;;;0;0;;;;;;0;;;;;;1;;;;;;;;;;;;;;;;0;;;;;;;0;0;12;0;17;;;0;0;;;;;;6;0;;;;0;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;;;;;;;;;;0;;;;;0;;0;;;0;0;;;;;0;;;;;;;;;;;;;;;0;;;0;;;;0;4;;;;;;;;;;;;;
3/4/20;;0;0;;;;;;0;0;0;;;;;;0;;;0;;;;;;;;;;;0;;0;;;;0;;0;;37;;;;;;;0;0;;0;;;0;;0;;;;;0;;0;;;;1;;;;;;;;;;;;;;;;0;;;;0;;;0;0;11;0;28;;;;0;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;0;;;;;;;0;0;;;0;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;0;;0;;0;3;;;;;;;;;;;;;
3/5/20;;;0;;;;;;;0;1;;;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;0;;31;;;;;;;0;0;;0;;;0;0;;;;0;;1;;;;;;0;;;0;;;;;;;;;;;;;;;0;;0;0;;0;0;15;0;27;;;;0;;;;;;3;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;0;0;;;;;;;;;;0;;;;;;;;;;0;0;0;;;0;0;;;;;;;;;;;;0;;;;;;;;;;0;2;;;;;;;;;;;;;
3/6/20;;0;0;;;;;;0;0;0;;0;0;;;0;;;0;;;;;;;0;;0;;;;0;;;;1;;0;;30;;;;;;;0;0;;0;;;0;0;0;0;;0;;2;;0;;;;3;;;0;;;;;;;;;;;;;0;;;;0;0;;0;2;15;0;41;;;;0;;;;;;7;0;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;0;0;;;;;;;;;0;0;;;0;;;;0;;;0;0;0;;;0;0;;;;;;;;;;;;;;;;;;0;;;;0;1;;;;;;;;;;;;;
3/7/20;;;0;;;;;;0;0;0;;0;;;;0;;;0;;;;;;;0;;;;;;0;;;;0;;0;0;28;0;0;;;;;0;0;;0;;0;;;0;0;;0;;2;;0;;;;2;;;;;;;;;;;;;;;;0;;0;0;0;0;;0;;17;0;49;;;;0;;;;;;2;;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;1;0;;0;;;0;;;0;0;0;;0;0;;0;0;0;0;;;;;0;0;0;0;;0;;;;;;;;;;;;0;0;;;;;;0;;;;1;2;;;0;;;;;0;;;0;;
3/8/20;;0;0;;;0;;;1;0;1;;;;;;0;;0;0;;;;;;;0;;;;;;0;;;;0;;;;27;;;;;;;0;0;;0;;;0;;;;;0;;0;;;;;;1;;;0;;;;;;;;;;;;;0;;0;;0;0;;0;0;21;0;36;;;0;0;;;0;;;6;0;;;;;;;;;;;;0;;;;0;;;;;;;;;;0;;0;;;0;;;;;;;0;0;;;;;;;;0;;0;;0;0;0;0;0;;;;0;;;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;0;;;;1;3;;;;;;;;0;;;0;;
3/9/20;;;0;;;0;;;0;0;0;;;;;0;0;;0;0;;;;;;;0;;;;;;0;;;;1;;0;0;23;;0;;;;;0;0;;0;;;0;0;;1;;0;;0;;0;;;;9;;;0;;;;;;;;;;;;;;;0;0;0;0;;;4;49;0;133;;;;1;;;;;;1;0;;;;0;;;;;;;0;0;;;;;;;0;;;;;;;;;0;;0;0;;;;;;;2;0;;;;;0;;;0;;0;;;0;;0;0;;;;0;;;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;0;;;;0;4;;;;;;;;0;;;0;;
3/10/20;;0;0;;;0;;;;0;0;;;;;;0;;;0;;;;0;;;;;;;;;1;;;;0;;0;;17;0;0;;;;0;0;2;;0;;0;0;0;;0;;0;;23;;0;;;;11;;;0;;;;;;;;;;;;;;;0;;;;;0;;43;0;98;;;;2;;;;;;3;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;0;;;;;0;;;;;0;;0;0;;;0;0;0;;;0;0;0;;0;0;;0;0;;;;0;;;0;0;;;;1;;;;;;;;;;;;;;;;0;;;;;;;1;5;;;;;;;;0;;;0;;
3/11/20;;0;0;;;0;;;0;0;0;;0;;;;1;0;;0;;;;;;;0;;;;0;;0;0;;;1;;0;;22;;0;;;;;0;0;;0;;;0;0;0;0;;0;;7;;;;;;3;;;0;;;;;;;;;;;;;0;;0;0;0;0;;0;0;54;0;167;;;;3;;;;;;6;0;;;;1;;;;;;0;0;0;;;;0;;;0;;;0;;;;;;0;;;0;;;;;;;1;0;;;0;1;0;;;0;0;0;;0;0;0;0;0;0;0;;0;;;0;0;0;0;;0;;;;;;;;;;;;;0;;;0;;;0;;;;4;2;;;;;;;;0;;;;;
3/12/20;;;0;;;1;0;;;0;0;;0;0;;;3;0;1;0;;;;0;0;;0;;;;0;;0;;;;1;0;0;;11;0;0;0;;;0;0;1;;0;;;0;;0;0;;1;;12;;0;;;;15;;;0;;;;;;;;;;;;0;0;;0;1;1;0;;0;2;63;0;196;;0;;3;;;0;;;6;0;;;;1;;0;0;;;0;0;0;;1;;0;;;;;;;;;;0;;0;;0;0;;;;;;;1;0;;;;0;0;;;1;0;0;;0;0;;0;0;0;0;;0;;;1;0;0;0;;1;;;;;;;;;;;;;0;;;0;0;;0;;;;0;2;;;;;;;;0;;;0;;
3/13/20;;0;0;;;0;0;;0;1;0;;0;0;;;1;;0;0;;;;0;0;;0;;0;;0;;0;;;;0;;0;;7;;0;;;;;0;2;;0;;;1;;0;1;;0;;37;;0;;;;13;0;;0;;0;;;;;;;;;1;;0;;0;;0;0;;1;0;75;0;189;;0;;4;;;0;;;1;0;;;;0;;0;0;;;;0;0;;0;;0;;;0;;;;;;;0;;;;0;0;;;;;;;0;1;;;;0;0;;;0;0;1;;;0;0;;0;0;0;;0;;;0;0;0;0;;2;;;;;;;;;;;;;;;;0;0;0;0;;0;;2;10;;;;0;;;;0;;;0;;
3/14/20;0;;0;;;0;0;;1;0;0;;;;;;3;;0;0;;;;0;0;;0;;;;;;0;0;;;3;;0;;15;0;0;0;;;0;0;0;;0;;0;1;1;0;0;;0;;37;0;;;;;18;;;0;;;;;;0;;;;;;0;0;;0;3;0;0;;1;1;85;0;252;;0;;2;0;;;;;5;0;;;;;;0;0;;;0;1;0;;0;;0;;;0;;;;;;;0;;0;;0;0;;;;;;;0;0;;0;0;0;0;;;4;0;1;;0;0;0;0;0;0;0;;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;0;;;0;;0;0;;;;1;7;;;;;;;;0;;;0;;
3/15/20;;0;0;0;;0;0;;0;0;0;;0;;;0;5;0;1;0;;;;0;0;;0;;0;;;;0;0;;0;4;0;0;0;9;0;0;0;;;0;0;3;;0;;0;0;1;0;0;;2;;15;0;0;;;;12;0;;0;;0;;;;0;0;0;;;;;0;;0;0;1;0;;0;0;97;0;173;;;0;1;0;;0;;;3;0;;0;;1;0;0;0;;;0;;0;;0;0;0;;;;;;0;;0;;0;;0;;0;0;;0;;;0;;7;0;;0;0;0;0;;;0;0;1;;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;;0;0;;0;;;;;;0;;;0;0;;;0;;0;0;;;;18;10;0;;;;0;;;0;;;0;;
3/16/20;0;0;0;;;0;0;;0;0;2;;0;0;;;6;0;0;0;;;;0;;;0;0;;;0;;0;0;0;0;2;0;0;0;13;0;0;;;;0;0;4;;1;;0;2;0;0;0;;1;;152;0;0;;;;36;0;;0;;0;;;;;0;1;;;0;0;0;;1;1;0;0;;0;0;113;0;370;;0;0;2;0;;0;;;0;0;;0;;0;0;0;0;;;0;0;0;;0;0;0;;;0;;;;;0;;0;;0;;0;0;;0;;;0;;8;0;0;;0;0;0;;;6;0;0;;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;2;0;;;;;;;;0;;;0;0;;;0;0;0;0;;0;;15;12;0;0;0;;0;;;0;0;;0;;
3/17/20;0;0;0;;;0;0;;0;2;0;;0;0;;0;11;0;0;1;;0;;0;0;;0;0;0;;0;;3;0;0;0;1;0;0;0;9;0;0;;;;0;0;1;;0;;0;0;0;0;0;;0;;21;0;0;;;;21;0;;0;;0;;;;0;0;0;;;0;0;0;;0;0;0;0;;1;0;129;0;347;;0;0;4;0;;0;;;6;0;;0;;0;0;0;0;0;;0;0;0;;0;0;0;;;0;;0;;;0;;0;;0;;0;0;;0;;;0;;4;2;0;;0;0;0;;;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;;2;0;0;;;;;;;0;;;0;0;;;0;0;0;0;0;0;;22;16;0;0;0;;0;;;0;0;;0;;
3/18/20;0;0;0;;;0;0;;0;0;0;;0;0;0;0;12;0;0;0;;0;;0;0;;1;;0;;0;;4;0;0;0;5;0;0;0;16;0;0;0;;;0;0;0;;3;;0;1;0;0;2;;1;;182;0;0;;;;27;0;;0;;0;;;0;0;0;0;0;;0;0;0;;0;0;0;0;;0;2;135;0;347;;0;0;0;0;;0;;;5;0;;0;;0;0;0;0;0;;0;0;0;;1;0;0;0;;0;;;0;;0;;0;;0;;0;2;;0;;;0;;19;0;0;0;0;0;0;;;2;0;1;;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;;2;0;0;;;;;;;0;;;0;0;;;0;0;0;0;0;0;;16;23;0;0;0;;0;;;0;0;;0;;
3/19/20;0;0;0;;;1;0;;0;1;1;;0;0;0;0;22;1;0;0;;0;;0;0;;3;;0;;0;;1;0;0;0;6;0;0;0;8;0;1;1;;;0;0;0;0;0;;0;1;1;0;2;;0;;107;0;0;;;;69;0;;0;;0;;;0;0;0;0;0;;0;0;0;;0;0;0;0;;0;1;147;0;473;;0;0;1;0;0;0;;;5;0;;0;;1;0;0;0;0;;0;1;0;;0;0;1;0;;0;;;0;;0;;0;;0;;0;0;;0;;;0;0;15;0;0;0;0;0;0;0;;3;0;0;;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;;3;0;0;;;;0;;;0;;;0;0;;;0;1;0;0;0;2;;34;42;0;0;0;;0;;;0;0;;0;0;
3/20/20;0;0;0;;;0;0;;1;2;0;;0;0;0;0;28;0;1;0;;0;0;0;0;;2;0;0;;0;;1;0;0;0;8;0;0;0;4;0;0;0;;;0;0;30;0;2;;0;1;0;0;0;;0;;169;0;0;0;;0;128;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;14;1;0;;1;0;149;1;429;0;0;0;4;0;0;0;;;9;0;0;0;;0;0;0;0;0;;0;2;0;;0;0;0;0;;0;;;0;;0;;0;0;0;;0;0;;0;;;0;0;18;3;0;0;0;0;2;0;;1;2;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;0;;;0;;0;0;0;;;0;3;0;0;0;0;;43;0;0;0;0;;0;;;0;0;;0;0;
3/21/20;0;0;0;0;;0;0;;0;0;1;;1;0;0;0;31;0;0;0;;0;0;0;0;;5;0;0;;0;;2;0;0;0;10;0;0;0;6;0;1;0;0;;0;0;2;0;3;;2;3;4;0;1;;3;;235;0;0;0;;0;78;1;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;3;6;0;1;0;0;2;149;0;625;0;0;0;2;0;0;0;;;3;0;1;0;;0;0;0;0;0;;1;1;0;;1;0;0;0;0;0;;;0;;0;0;0;0;0;;2;0;;0;0;0;0;0;30;1;0;0;0;0;1;0;0;0;1;0;;0;3;1;0;0;1;0;0;0;0;0;6;0;0;0;;0;0;0;0;;;0;;;0;;0;0;0;;;1;5;0;1;0;1;;36;110;0;0;0;;0;;;0;0;;0;0;0
